state	year	spending
Idaho	1995	0
Idaho	1996	0
Idaho	1997	0
Idaho	1998	0
Idaho	1999	0
Idaho	2000	0
Idaho	2001	0
Idaho	2002	3674288
Idaho	2003	73664096
Idaho	2004	59670721
Idaho	2005	59604549
Idaho	2006	56481652
Idaho	2007	56107772
Idaho	2008	57673781
Idaho	2009	42634351
Idaho	2010	39013686
Idaho	2011	38627654
Idaho	2012	36344993
Idaho	2013	45540696
Idaho	2014	1224108
Idaho	2015	13819
Idaho	2016	34986
Idaho	2017	50806
Idaho	2018	0
Idaho	2019	0
Idaho	2020	0
Idaho	2021	0
