state	year	spending
Maine	1995	0
Maine	1996	0
Maine	1997	0
Maine	1998	0
Maine	1999	0
Maine	2000	0
Maine	2001	0
Maine	2002	21262
Maine	2003	1242202
Maine	2004	1044861
Maine	2005	881407
Maine	2006	867649
Maine	2007	810111
Maine	2008	866246
Maine	2009	743551
Maine	2010	739431
Maine	2011	735699
Maine	2012	700331
Maine	2013	675820
Maine	2014	4179
Maine	2015	0
Maine	2016	-1414
Maine	2017	1830
Maine	2018	0
Maine	2019	0
Maine	2020	0
Maine	2021	0
