state	year	spending
Maine	1995	25504
Maine	1996	0
Maine	1997	0
Maine	1998	19773
Maine	1999	12830
Maine	2000	69422
Maine	2001	0
Maine	2002	1705519
Maine	2003	91099
Maine	2004	18
Maine	2005	0
Maine	2006	0
Maine	2007	0
Maine	2008	406
Maine	2009	22627
Maine	2010	4865
Maine	2011	70
Maine	2012	0
Maine	2013	0
Maine	2014	10771
Maine	2015	26514
Maine	2016	18714
Maine	2017	168683
Maine	2018	221221
Maine	2019	936634
Maine	2020	324692
