state	program	spending
Utah	Livestock Forage Disaster Program	101624575
Utah	Emergency Livestock Feed Assistance	20018054
Utah	Livestock Compensation Program	17948523
Utah	Livestock Emergency Assistance Program	5941664
Utah	Livestock Indemnity Payments	3726924
Utah	Market Facilitation Program - Dairy and Hogs	3572065
Utah	Cattle Feed Program - Nonfat Milk	671754
Utah	Market Facilitation Program - Hogs	104865
Utah	Small Hog Operation	70912
Utah	American Indian Livestock Feed Program	1719
