state	program	spending
Indiana	Livestock Forage Disaster Program	29722369
Indiana	Market Facilitation Program - Dairy and Hogs	19929314
Indiana	Livestock Compensation Program	13590009
Indiana	Small Hog Operation	10217064
Indiana	Market Facilitation Program - Hogs	8417763
Indiana	Livestock Indemnity Payments	3207750
Indiana	Emergency Livestock Feed Assistance	1956309
Indiana	Livestock Emergency Assistance Program	653862
