state	program	spending
California	Livestock Forage Disaster Program	267348711
California	Livestock Compensation Program	74287122
California	Market Facilitation Program - Dairy and Hogs	69839534
California	Livestock Indemnity Payments	35363346
California	Livestock Emergency Assistance Program	31015243
California	Emergency Livestock Feed Assistance	15083593
California	Small Hog Operation	156521
California	Market Facilitation Program - Hogs	27368
