state	program	spending
Illinois	Market Facilitation Program - Dairy and Hogs	30402700
Illinois	Livestock Compensation Program	21410627
Illinois	Livestock Forage Disaster Program	19533880
Illinois	Market Facilitation Program - Hogs	15078776
Illinois	Small Hog Operation	13789980
Illinois	Livestock Indemnity Payments	1390412
Illinois	Emergency Livestock Feed Assistance	716680
Illinois	Livestock Emergency Assistance Program	633899
