state	program	spending
Maryland	Livestock Compensation Program	3856545
Maryland	Market Facilitation Program - Dairy and Hogs	1519360
Maryland	Emergency Livestock Feed Assistance	888256
Maryland	Livestock Indemnity Payments	263291
Maryland	Small Hog Operation	178570
Maryland	Livestock Emergency Assistance Program	99547
Maryland	Market Facilitation Program - Hogs	64120
Maryland	Livestock Forage Disaster Program	10101
Maryland	Livestock Indemnity-contract Growers	3722
