state	year	spending
Alaska	1995	33948
Alaska	1996	0
Alaska	1997	0
Alaska	1998	0
Alaska	1999	122393
Alaska	2000	63716
Alaska	2001	0
Alaska	2002	0
Alaska	2003	79190
Alaska	2004	0
Alaska	2005	0
Alaska	2006	0
Alaska	2007	0
Alaska	2008	0
Alaska	2009	0
Alaska	2010	6084
Alaska	2011	0
Alaska	2012	0
Alaska	2013	0
Alaska	2014	100573
Alaska	2015	115875
Alaska	2016	0
Alaska	2017	0
Alaska	2018	0
Alaska	2019	3645
Alaska	2020	9608
