state	year	spending
Michigan	2008	35538930449
Michigan	2009	56032457511
Michigan	2010	51224873774
Michigan	2011	56691033229
Michigan	2012	58639250617
Michigan	2013	58432146312
Michigan	2014	60252252988
Michigan	2015	63555067712
Michigan	2016	75080722757
Michigan	2017	79389121713
Michigan	2018	84914806409
Michigan	2019	87682110132
Michigan	2020	119711070681
Michigan	2021	131701268289
Michigan	2022	111112928746
Michigan	2023	28745997022
