state	year	spending
Wisconsin	2008	18336562227
Wisconsin	2009	34600131079
Wisconsin	2010	33967278728
Wisconsin	2011	34750264292
Wisconsin	2012	27086095330
Wisconsin	2013	31953996611
Wisconsin	2014	29350998372
Wisconsin	2015	81180059170
Wisconsin	2016	81958702814
Wisconsin	2017	87319117650
Wisconsin	2018	89493003381
Wisconsin	2019	94198194817
Wisconsin	2020	125894646137
Wisconsin	2021	110306762176
Wisconsin	2022	94987704317
Wisconsin	2023	30398859870
