state	year	spending
Hawaii	2008	5552269177
Hawaii	2009	9869567848
Hawaii	2010	8938438889
Hawaii	2011	20944440352
Hawaii	2012	20809787754
Hawaii	2013	20276318627
Hawaii	2014	9171104692
Hawaii	2015	9895018740
Hawaii	2016	10701113158
Hawaii	2017	11609417187
Hawaii	2018	12449752249
Hawaii	2019	12960747163
Hawaii	2020	19010476172
Hawaii	2021	21540066190
Hawaii	2022	17173482343
Hawaii	2023	4203875080
