state	program	spending
New Mexico	Livestock Forage Disaster Program	236325124
New Mexico	Emergency Livestock Feed Assistance	54104904
New Mexico	Livestock Emergency Assistance Program	19042991
New Mexico	Livestock Indemnity Payments	18595244
New Mexico	Livestock Compensation Program	18401513
New Mexico	Market Facilitation Program - Dairy and Hogs	12908626
New Mexico	Livestock Relief	247996
New Mexico	American Indian Livestock Feed Program	72081
New Mexico	Small Hog Operation	12542
