state	program	spending
Missouri	Livestock Forage Disaster Program	395799831
Missouri	Livestock Compensation Program	87794245
Missouri	Emergency Livestock Feed Assistance	45063963
Missouri	Market Facilitation Program - Dairy and Hogs	8027538
Missouri	Livestock Indemnity Payments	7193133
Missouri	Small Hog Operation	6406942
Missouri	Livestock Emergency Assistance Program	5953654
Missouri	Market Facilitation Program - Hogs	2790490
